Ecin Epot Etot Temp Pre
1.802961 -4.807497 -3.004537 1.552789 53.490790
1.807509 -4.815650 -3.008141 1.551236 53.323141
1.806987 -4.818759 -3.011772 1.549685 53.077279
1.806064 -4.821438 -3.015374 1.548135 52.720828
1.808795 -4.827788 -3.018993 1.546587 53.636682
1.851534 -4.874177 -3.022644 1.545040 51.669951
1.873574 -4.899965 -3.026392 1.543495 51.121766
1.858489 -4.888613 -3.030124 1.541952 52.167578
1.871412 -4.905262 -3.033850 1.540410 50.540593
1.855313 -4.892906 -3.037594 1.538870 51.285635
1.817772 -4.859024 -3.041251 1.537331 52.795785
1.863584 -4.908510 -3.044927 1.535793 49.776875
1.860291 -4.908970 -3.048679 1.534258 50.038428
1.794253 -4.846598 -3.052345 1.532723 52.317876
1.770251 -4.826141 -3.055890 1.531191 52.136569
1.808767 -4.868212 -3.059445 1.529659 51.149696
1.871193 -4.934337 -3.063144 1.528130 48.529064
1.825909 -4.892788 -3.066879 1.526602 51.233048
1.827944 -4.898438 -3.070494 1.525075 50.281571
1.820858 -4.895016 -3.074157 1.523550 50.858582
1.829403 -4.907212 -3.077809 1.522026 49.343363
1.792329 -4.873772 -3.081443 1.520504 50.305675
1.777080 -4.862089 -3.085009 1.518984 50.451896
1.787090 -4.875657 -3.088567 1.517465 49.684502
1.760164 -4.852292 -3.092128 1.515947 52.568929
1.799202 -4.894855 -3.095653 1.514431 50.351476
1.798333 -4.897633 -3.099299 1.512917 50.103551
1.761422 -4.864259 -3.102837 1.511404 52.058516
1.787829 -4.894221 -3.106392 1.509893 50.156962
1.793319 -4.903286 -3.109967 1.508383 50.883414
1.844424 -4.958025 -3.113601 1.506874 49.505339
1.844829 -4.962147 -3.117318 1.505368 49.477455
1.807829 -4.928802 -3.120973 1.503862 50.671525
1.808455 -4.933034 -3.124580 1.502358 49.390149
1.785995 -4.914195 -3.128200 1.500856 49.248925
1.730093 -4.861794 -3.131701 1.499355 50.824385
1.722710 -4.857872 -3.135162 1.497856 50.468642
1.743731 -4.882330 -3.138599 1.496358 50.706007
1.796281 -4.938448 -3.142168 1.494862 48.945136
1.794848 -4.940599 -3.145751 1.493367 49.768956
