Ecin Epot Etot Temp Pre
1.961104 -4.198104 -2.237000 1.876010 38.404104
1.966930 -4.207848 -2.240918 1.874134 37.797553
1.971416 -4.216288 -2.244873 1.872260 37.297280
1.967215 -4.216010 -2.248795 1.870388 37.632428
1.970095 -4.222846 -2.252751 1.868517 36.811578
1.929498 -4.186155 -2.256657 1.866649 38.745805
1.938579 -4.199081 -2.260503 1.864782 37.702298
1.956482 -4.220897 -2.264415 1.862917 36.775571
1.952933 -4.221251 -2.268318 1.861054 36.986100
1.965560 -4.237801 -2.272242 1.859193 36.231888
1.951663 -4.227838 -2.276175 1.857334 36.507196
1.935116 -4.215153 -2.280037 1.855477 37.253550
1.972404 -4.256367 -2.283963 1.853621 35.308197
1.928177 -4.216058 -2.287881 1.851768 37.630569
1.935199 -4.226910 -2.291711 1.849916 36.651542
1.922235 -4.217849 -2.295613 1.848066 36.905557
1.896441 -4.195838 -2.299398 1.846218 37.834776
1.940292 -4.243521 -2.303229 1.844372 35.669209
1.934389 -4.241520 -2.307131 1.842527 36.130013
1.910211 -4.221181 -2.310970 1.840685 36.366227
1.890870 -4.205643 -2.314774 1.838844 36.546733
1.894828 -4.213373 -2.318545 1.837005 36.741008
1.929749 -4.252120 -2.322371 1.835168 35.367017
1.943895 -4.270152 -2.326257 1.833333 35.356127
1.946041 -4.276189 -2.330147 1.831500 35.690884
1.918009 -4.252030 -2.334021 1.829668 37.411199
1.919406 -4.257257 -2.337850 1.827839 37.049486
1.923497 -4.265198 -2.341701 1.826011 36.402629
1.907268 -4.252806 -2.345538 1.824185 36.420186
1.878080 -4.227415 -2.349336 1.822360 36.883686
1.857121 -4.210177 -2.353056 1.820538 37.477024
1.848254 -4.205019 -2.356765 1.818718 38.153246
1.850162 -4.210625 -2.360463 1.816899 38.353309
1.903285 -4.267482 -2.364198 1.815082 36.268092
1.936469 -4.304543 -2.368074 1.813267 34.388705
1.877291 -4.249191 -2.371900 1.811454 37.048117
1.873417 -4.249032 -2.375614 1.809642 36.638511
1.896785 -4.276195 -2.379410 1.807833 34.841281
1.858693 -4.241867 -2.383174 1.806025 35.901222
1.829689 -4.216537 -2.386848 1.804219 37.149639
1.863260 -4.253790 -2.390530 1.802414 35.726379
1.882981 -4.277270 -2.394290 1.800612 35.374125
1.870965 -4.269013 -2.398048 1.798811 36.345773
1.867685 -4.269478 -2.401793 1.797013 36.637883
1.858033 -4.263549 -2.405517 1.795216 37.375388
1.885654 -4.294904 -2.409250 1.793420 35.944802
1.889274 -4.302322 -2.413048 1.791627 35.403876
1.858028 -4.274824 -2.416796 1.789835 36.610370
1.862854 -4.283355 -2.420501 1.788045 35.874515
1.860360 -4.284607 -2.424248 1.786257 36.042893
1.848788 -4.276731 -2.427943 1.784471 35.960068
1.840927 -4.272564 -2.431637 1.782687 36.320419
1.847113 -4.282431 -2.435318 1.780904 35.895220
1.865533 -4.304572 -2.439039 1.779123 34.915276
1.863774 -4.306543 -2.442769 1.777344 35.311203
1.884560 -4.331080 -2.446520 1.775567 34.345555
1.872409 -4.322705 -2.450296 1.773791 34.366199
1.828359 -4.282356 -2.453996 1.772017 35.879506
1.828103 -4.285729 -2.457626 1.770245 35.758062
1.841229 -4.302553 -2.461324 1.768475 34.236455
1.810476 -4.275449 -2.464972 1.766707 35.344794
1.811808 -4.280398 -2.468590 1.764940 35.051581
1.815829 -4.288050 -2.472220 1.763175 34.736271
1.815971 -4.291815 -2.475844 1.761412 35.206828
1.842154 -4.321656 -2.479501 1.759650 34.525717
1.849676 -4.332893 -2.483217 1.757891 34.352743
1.806330 -4.293202 -2.486871 1.756133 36.716756
1.801310 -4.291790 -2.490479 1.754377 35.845706
1.793943 -4.288013 -2.494070 1.752622 36.093615
1.803525 -4.301186 -2.497661 1.750870 35.595008
1.809179 -4.310462 -2.501283 1.749119 35.153742
1.802063 -4.306968 -2.504904 1.747370 35.271255
1.805757 -4.314259 -2.508502 1.745622 34.715515
1.814072 -4.326205 -2.512133 1.743877 33.647307
1.776701 -4.292443 -2.515742 1.742133 35.383765
1.759088 -4.278339 -2.519252 1.740391 36.538965
1.829473 -4.352304 -2.522831 1.738650 32.859725
1.797975 -4.324495 -2.526520 1.736912 34.106097
1.730797 -4.260807 -2.530010 1.735175 36.595165
1.749262 -4.282753 -2.533491 1.733440 34.352978
1.729962 -4.266942 -2.536980 1.731706 34.961188
1.722249 -4.262672 -2.540424 1.729974 35.241482
1.735540 -4.279420 -2.543880 1.728244 34.237142
1.743809 -4.291179 -2.547370 1.726516 34.055211
1.746969 -4.297826 -2.550857 1.724790 34.067548
1.740777 -4.295130 -2.554354 1.723065 34.512556
1.734265 -4.292090 -2.557825 1.721342 34.991191
1.744269 -4.305576 -2.561306 1.719620 34.340292
1.732516 -4.297305 -2.564789 1.717901 35.044059
1.748154 -4.316415 -2.568261 1.716183 33.607918
1.729382 -4.301143 -2.571760 1.714467 34.135364
1.707126 -4.282308 -2.575181 1.712752 35.194360
1.740616 -4.319240 -2.578624 1.711040 33.362298
1.759092 -4.341229 -2.582138 1.709329 32.505543
1.739625 -4.325271 -2.585646 1.707619 33.350923
1.715087 -4.304184 -2.589097 1.705912 34.612824
1.729869 -4.322399 -2.592530 1.704206 33.841194
1.727927 -4.323934 -2.596007 1.702501 34.415783
1.738455 -4.337907 -2.599452 1.700799 34.517318
1.778847 -4.381835 -2.602988 1.699098 33.180169
1.776454 -4.383000 -2.606546 1.697399 33.289183
1.731580 -4.341656 -2.610077 1.695702 34.404917
1.711975 -4.325465 -2.613490 1.694006 34.824859
1.730474 -4.347420 -2.616945 1.692312 33.509251
1.720155 -4.340552 -2.620397 1.690620 34.032320
1.733724 -4.357568 -2.623844 1.688929 33.760637
1.740321 -4.367648 -2.627327 1.687240 33.972408
1.753597 -4.384417 -2.630820 1.685553 32.990985
1.724846 -4.359171 -2.634324 1.683867 34.076546
1.689025 -4.326738 -2.637714 1.682183 35.632949
1.721432 -4.362555 -2.641123 1.680501 33.672108
1.706559 -4.351142 -2.644583 1.678821 33.467019
1.640171 -4.288103 -2.647932 1.677142 35.603772
1.620949 -4.272113 -2.651164 1.675465 36.033536
1.658993 -4.313436 -2.654443 1.673789 34.570473
1.683499 -4.341293 -2.657794 1.672116 34.109667
1.693169 -4.354345 -2.661176 1.670443 34.541418
1.701881 -4.366458 -2.664577 1.668773 33.451266
1.674223 -4.342182 -2.667959 1.667104 34.950499
1.691130 -4.362439 -2.671309 1.665437 33.279010
1.674213 -4.348908 -2.674695 1.663772 33.487866
1.656607 -4.334621 -2.678015 1.662108 33.914000
1.666930 -4.348267 -2.681337 1.660446 33.370164
